economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
LBY,Libya,"School age population, secondary education, female (number)",,,1979,210097.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1979,222682.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1979,370808.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1979,195016.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1979,42866.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1979,520868.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1979,62080.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1979,1157296.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1980,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1980,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1980,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1980,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1980,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1980,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1980,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1980,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1980,3.767460107803345
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1980,6.05728006362915
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1980,6.053850173950195
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1980,5.800670146942139
BTN,Bhutan,"School age population, secondary education, female (number)",,,1980,20745.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1980,17967.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1980,336279.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1980,62313.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1980,104680.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1980,390860.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1980,74483096.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1980,4284.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1980,2805099.0
FIN,Finland,"School age population, secondary education, female (number)",,,1980,223182.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1980,7501942.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1980,56959.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1980,8826.0
LBY,Libya,"School age population, secondary education, female (number)",,,1980,224138.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1980,223051.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1980,362073.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1980,191289.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1980,45648.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1980,516514.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1980,70865.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1980,1185951.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1981,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1981,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1981,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1981,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1981,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1981,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1981,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1981,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1981,3.842339992523193
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1981,6.090849876403809
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1981,6.070059776306152
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1981,6.20757007598877
BTN,Bhutan,"School age population, secondary education, female (number)",,,1981,21575.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1981,18617.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1981,330035.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1981,62752.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1981,108203.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1981,391961.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1981,76211568.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1981,4340.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1981,2863856.0
FIN,Finland,"School age population, secondary education, female (number)",,,1981,220993.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1981,7200903.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1981,58260.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1981,9161.0
LBY,Libya,"School age population, secondary education, female (number)",,,1981,235254.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1981,221111.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1981,352691.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1981,184810.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1981,48332.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1981,512770.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1981,73534.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1981,1213368.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1982,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1982,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1982,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1982,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1982,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1982,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1982,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1982,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1982,3.968689918518066
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1982,6.019509792327881
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1982,5.926149845123291
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1982,6.059040069580078
BTN,Bhutan,"School age population, secondary education, female (number)",,,1982,22426.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1982,19296.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1982,324220.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,1982,65556.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,1982,112052.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,1982,392193.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,1982,78065240.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,1982,4374.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,1982,2918817.0
FIN,Finland,"School age population, secondary education, female (number)",,,1982,218083.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,1982,6874930.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,1982,59644.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,1982,9581.0
LBY,Libya,"School age population, secondary education, female (number)",,,1982,243129.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,1982,217776.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,1982,343375.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,1982,179775.0
OMN,Oman,"School age population, tertiary education, male (number)",,,1982,51079.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,1982,506399.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,1982,71419.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,1982,1271909.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1983,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1983,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1983,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,1983,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1983,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1983,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1983,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,1983,0.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,1983,4.027649879455566
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,1983,6.024980068206787
IRQ,Iraq,"School life expectancy, primary, female (years)",SHARE,NUMBER,1983,5.789480209350586
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,1983,5.552750110626221
BTN,Bhutan,"School age population, secondary education, female (number)",,,1983,23294.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,1983,20009.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,1983,318915.0
