INDICATOR,mean_val,median_val,sd_val,skew_pearson,abs_skew,skew_category,preferred_method
SE.CLO.8.LDSEV.S.TMS.2015.4,0.03237318305079551,0.0243215523660183,0.02273273983803516,1.0625596486138031,1.0625596486138031,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.5,0.027736935586504197,0.019619295373559,0.02070308144923401,1.1762944901970918,1.1762944901970918,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.A,0.041811090921435284,0.030950415879488,0.027559698107638024,1.1822344714585942,1.1822344714585942,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.F,0.03495666023124666,0.0288819260895252,0.022402725185359355,0.8134814972008085,0.8134814972008085,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2015.M,0.04759241131079546,0.0303296390920877,0.033412973106274405,1.549946378354409,1.549946378354409,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.R,0.044341120586702316,0.0361866839230061,0.03084580497194888,0.7930838573781926,0.7930838573781926,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2015.U,0.04061574907973409,0.0326472446322441,0.026890750501420944,0.8889864692027376,0.8889864692027376,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.1,0.052394921492253034,0.0461960732936859,0.03306021277030063,0.5625052907223712,0.5625052907223712,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.2,0.04219730380212977,0.0348873995244503,0.02928600187405965,0.7488121091893686,0.7488121091893686,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.3,0.0351977146097592,0.0273930057883263,0.023605366341223743,0.9918984575727141,0.9918984575727141,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.4,0.02913267105551703,0.0237949658185244,0.02074966832531076,0.771728755367374,0.771728755367374,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.5,0.026032050805432454,0.0229962691664696,0.01629366972072815,0.558949891153284,0.558949891153284,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2019.A,0.041463782813287144,0.0368115641176701,0.024095848678028685,0.5792141324151502,0.5792141324151502,moderately_skewed,iqr
