INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ZAF,South Africa,Learning-Adjusted Years of School,Sub-Saharan Africa,Upper middle income,IBRD,true,2020,5.60340404510498
UIS.SF.C.26548,,,,,,,,,,ZAF,South Africa,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Upper middle income,IBRD,true,2021,4.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZWE,Zimbabwe,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,Blend,true,2020,396.1388244628906
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AGO,Angola,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IBRD,true,2020,326.8101501464844
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ALB,Albania,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,434.1275939941406
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARE,United Arab Emirates,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,463.4134826660156
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARG,Argentina,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,409.9423828125
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARG,Argentina,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.494050025939941
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ARM,Armenia,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,447.720458984375
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BDI,Burundi,Learning-Adjusted Years of School,Sub-Saharan Africa,Low income,IDA,true,2020,5.164674282073975
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BEN,Benin,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,5.904913902282715
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BFA,Burkina Faso,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,4.486950874328613
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BGD,Bangladesh,Learning-Adjusted Years of School,South Asia,Lower middle income,IDA,true,2020,5.989420890808105
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BHR,Bahrain,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.820467948913574
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BRN,Brunei Darussalam,"Learning-Adjusted Years of School, Male",East Asia & Pacific,High income,,true,2020,8.974505424499512
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BTN,Bhutan,Harmonized Test Scores,South Asia,Lower middle income,IDA,true,2020,386.7394104003906
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHL,Chile,"Harmonized Test Scores, Female",Latin America & Caribbean,High income,IBRD,true,2020,453.618408203125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CHN,China,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Upper middle income,IBRD,true,2020,9.217583656311035
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,COD,"Congo, Dem. Rep.","Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,4.732880592346191
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COG,"Congo, Rep.",Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,Blend,true,2020,370.6140747070313
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,COM,Comoros,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,386.857666015625
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CZE,Czechia,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,507.1329956054688
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DEU,Germany,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.03308963775635
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DNK,Denmark,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.09882831573486
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DOM,Dominican Republic,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,337.7883911132813
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ESP,Spain,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,506.6211853027344
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FJI,Fiji,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,Blend,true,2020,367.8787841796875
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FJI,Fiji,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Upper middle income,Blend,true,2020,7.313188552856445
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FRA,France,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,507.0996704101563
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FRA,France,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.268723487854
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GAB,Gabon,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,6.208269119262695
UIS.SF.C.26548,,,,,,,,,,GEO,Georgia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,1.0
UIS.SF.C.26548,,,,,,,,,,GIB,Gibraltar,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2020,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GMB,"Gambia, The","Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,5.553391933441162
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GUY,Guyana,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IDA,true,2020,7.015966892242432
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HKG,"Hong Kong SAR, China","Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,557.1563110351562
UIS.SF.C.26548,,,,,,,,,,HKG,"Hong Kong SAR, China","Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2022,347.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HRV,Croatia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,IBRD,true,2020,10.67265701293945
UIS.SF.C.26548,,,,,,,,,,HRV,Croatia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,IBRD,true,2021,1.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HTI,Haiti,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Lower middle income,IDA,true,2020,6.269854545593262
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,HTI,Haiti,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Lower middle income,IDA,true,2020,6.043968677520752
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IRL,Ireland,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.59479713439941
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRN,"Iran, Islamic Rep.",Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,432.1082153320313
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ISR,Israel,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,10.971923828125
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,JAM,Jamaica,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,7.057985782623291
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,JPN,Japan,Learning-Adjusted Years of School,East Asia & Pacific,High income,,true,2020,11.73514938354492
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KGZ,Kyrgyz Republic,Learning-Adjusted Years of School,Europe & Central Asia,Lower middle income,IDA,true,2020,8.652100563049316
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KOR,"Korea, Rep.",Harmonized Test Scores,East Asia & Pacific,High income,,true,2020,537.209716796875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KOR,"Korea, Rep.",Learning-Adjusted Years of School,East Asia & Pacific,High income,,true,2020,11.68402767181396
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LAO,Lao PDR,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,373.6180419921875
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LTU,Lithuania,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,495.8862915039063
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MAC,"Macao SAR, China","Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,563.9934692382812
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MAR,Morocco,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,6.505831241607666
UIS.SF.C.26548,,,,,,,,,,MDV,Maldives,"Asia: Students from Malaysia, both sexes (number)",South Asia,Upper middle income,IDA,true,2003,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MMR,Myanmar,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,6.931768417358398
UIS.SF.C.26548,,,,,,,,,,MMR,Myanmar,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Lower middle income,IDA,true,2018,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MNG,Mongolia,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,9.175396919250488
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MUS,Mauritius,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Upper middle income,IBRD,true,2010,9.045464515686035
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NGA,Nigeria,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2020,309.5513305664063
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NOR,Norway,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,513.5878295898438
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NRU,Nauru,Learning-Adjusted Years of School,East Asia & Pacific,High income,IBRD,true,2020,6.511616706848145
UIS.SF.C.26548,,,,,,,,,,PAN,Panama,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,IBRD,true,2021,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PER,Peru,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,418.3853149414063
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PER,Peru,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.788628578186035
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PHL,Philippines,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IBRD,true,2020,354.1044311523438
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PLW,Palau,"Learning-Adjusted Years of School, Female",East Asia & Pacific,High income,IBRD,true,2020,9.028689384460447
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PNG,Papua New Guinea,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,Blend,true,2020,5.998945713043213
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PRY,Paraguay,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,6.976486206054688
UIS.SF.C.26548,,,,,,,,,,QAT,Qatar,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2022,14.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,RUS,Russian Federation,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,IBRD,true,2020,10.8243522644043
UIS.SF.C.26548,,,,,,,,,,RUS,Russian Federation,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,IBRD,true,2022,713.0
UIS.SF.C.26548,,,,,,,,,,RWA,Rwanda,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2022,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SAU,Saudi Arabia,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,7.888177394866943
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SDN,Sudan,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,4.32750129699707
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SGP,Singapore,Harmonized Test Scores,East Asia & Pacific,High income,,true,2020,575.2721557617188
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SLV,El Salvador,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,439.1496887207031
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SVK,Slovak Republic,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,485.3500061035156
UIS.SF.C.26548,,,,,,,,,,SWZ,Eswatini,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SYC,Seychelles,"Harmonized Test Scores, Male",Sub-Saharan Africa,High income,IBRD,true,2010,450.1900634765625
UIS.SF.C.26548,,,,,,,,,,SYC,Seychelles,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,High income,IBRD,true,2022,0.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TUN,Tunisia,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,6.086690902709961
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TZA,Tanzania,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,394.8670654296875
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UKR,Ukraine,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,478.17333984375
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UKR,Ukraine,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,474.3380737304688
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,UZB,Uzbekistan,Learning-Adjusted Years of School,Europe & Central Asia,Lower middle income,Blend,true,2020,9.133363723754885
UIS.SF.C.26548,,,,,,,,,,VGB,British Virgin Islands,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,,true,2022,0.0
UIS.SF.C.26548,,,,,,,,,,ZWE,Zimbabwe,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,0.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AGO,Angola,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,IBRD,true,2020,325.9654846191406
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ALB,Albania,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,8.953018188476562
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BEN,Benin,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IDA,true,2020,383.7683715820313
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BEN,Benin,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2020,384.094970703125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BFA,Burkina Faso,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,4.581377029418945
UIS.SF.C.26548,,,,,,,,,,BIH,Bosnia and Herzegovina,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,1.0
UIS.SF.C.26548,,,,,,,,,,BOL,Bolivia,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Lower middle income,IBRD,true,2003,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BTN,Bhutan,Learning-Adjusted Years of School,South Asia,Lower middle income,IDA,true,2020,6.326790332794189
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CAF,Central African Republic,Learning-Adjusted Years of School,Sub-Saharan Africa,Low income,IDA,true,2020,2.696154832839966
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHE,Switzerland,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,519.2683715820312
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CHN,China,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,9.309821128845217
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CIV,C�te d�Ivoire,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2020,5.108288764953613
