INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
SE.XPD.CUR.TOTL.ZS,Current expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,SE.XPD.CUR.TOTL.ZS,SHARE,NUMBER,Current expenditure as % of total expenditure in public institutions (%),ITA,Italy,Current expenditure as a percentage of total expenditure in public institutions (%),Europe & Central Asia,High income,,true,2020,94.72836303710938
UIS.X.PPP.FSGOV,"Government expenditure on education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.FSGOV,PP_CUR,NUMBER,"Government expenditure on education, PPP$ (millions)",ITA,Italy,"Government expenditure on education, PPP$ (millions)",Europe & Central Asia,High income,,true,2020,113911.7109375
UIS.X.PPPCONST.1.FSGOV,"Government expenditure on primary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, constant PPP$ (millions)",ITA,Italy,"Government expenditure on primary education, constant PPP$ (millions)",Europe & Central Asia,High income,,true,2020,30869.400390625
UIS.X.PPPCONST.2.FSGOV,"Government expenditure on lower secondary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, constant PPP$ (millions)",ITA,Italy,"Government expenditure on lower secondary education, constant PPP$ (millions)",Europe & Central Asia,High income,,true,2020,16722.427734375
UIS.X.PPPCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.2T4.V.FSGOV,PP_CUR,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)",ITA,Italy,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)",Europe & Central Asia,High income,,true,2012,3342.21923828125
UIS.X.US.FSGOV,"Government expenditure on education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.FSGOV,USD,NUMBER,"Government expenditure on education, US$ (millions)",ITA,Italy,"Government expenditure on education, US$ (millions)",Europe & Central Asia,High income,,true,2020,84273.1015625
UIS.X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, constant US$ (millions)",ITA,Italy,"Government expenditure on lower secondary education, constant US$ (millions)",Europe & Central Asia,High income,,true,2020,12807.234375
UIS.XSPENDP.1.FDPUB.FNCAP,Capital expenditure as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in primary public institutions (%),ITA,Italy,Capital expenditure as a percentage of total expenditure in primary public institutions (%),Europe & Central Asia,High income,,true,2020,3.443550109863281
UIS.XSPENDP.23.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),ITA,Italy,Non-teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),Europe & Central Asia,High income,,true,2020,14.98330020904541
UIS.XUNIT.GDPCAP.3.FSGOV,Initial government funding per upper secondary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.3.FSGOV,SHARE,NUMBER,Initial government funding per upper secondary student as a percentage of GDP per capita,ITA,Italy,Initial government funding per upper secondary student as a percentage of GDP per capita,Europe & Central Asia,High income,,true,2020,25.47949028015137
UIS.X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, PPP$ (millions)",JAM,Jamaica,"Government expenditure on primary education, PPP$ (millions)",Latin America & Caribbean,Upper middle income,IBRD,true,2022,567.2600708007812
UIS.XSPENDP.4.FDPUB.FNS,All staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),JAM,Jamaica,All staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Latin America & Caribbean,Upper middle income,IBRD,true,2022,34.97706985473633
UIS.XSPENDP.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in public institutions (%),JAM,Jamaica,Teaching staff compensation as a percentage of total expenditure in public institutions (%),Latin America & Caribbean,Upper middle income,IBRD,true,2022,69.24858856201172
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,JAM,Jamaica,Initial government funding per tertiary student as a percentage of GDP per capita,Latin America & Caribbean,Upper middle income,IBRD,true,2015,34.86600112915039
UIS.XUNIT.PPPCONST.23.FSGOV,"Initial government funding per secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.23.FSGOV,USD_CONST,NUMBER,"Initial government funding per secondary student, constant PPP$",JAM,Jamaica,"Initial government funding per secondary student, constant PPP$",Latin America & Caribbean,Upper middle income,IBRD,true,2022,3216.343017578125
UIS.X.PPP.2T3.FSGOV,"Government expenditure on secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2T3.FSGOV,PP_CUR,NUMBER,"Government expenditure on secondary education, PPP$ (millions)",JOR,Jordan,"Government expenditure on secondary education, PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,1811.148681640625
UIS.XSPENDP.02.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.02.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),JOR,Jordan,Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,16.60862922668457
UIS.XSPENDP.1.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),JOR,Jordan,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,74.1347427368164
UIS.XSPENDP.4.FDPUB.FNCAP,Capital expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in post-secondary non-tertiary public institutions (%),JOR,Jordan,Capital expenditure as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,0.0
UIS.XSPENDP.4.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),JOR,Jordan,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,0.0
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,JOR,Jordan,Initial government funding per tertiary student as a percentage of GDP per capita,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2022,7.181359767913818
UIS.X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, constant US$ (millions)",JPN,Japan,"Government expenditure on pre-primary education, constant US$ (millions)",East Asia & Pacific,High income,,true,2017,4935.64668
UIS.X.USCONST.FSGOV,"Government expenditure on education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.FSGOV,USD,NUMBER,"Government expenditure on education, constant US$ (millions)",JPN,Japan,"Government expenditure on education, constant US$ (millions)",East Asia & Pacific,High income,,true,2017,156643.99752
UIS.XGDP.3.FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.3.FSGOV,SHARE,NUMBER,Government expenditure on upper secondary education as a percentage of GDP (%),JPN,Japan,Government expenditure on upper secondary education as a percentage of GDP (%),East Asia & Pacific,High income,,true,2020,0.6517400145530701
UIS.XSPENDP.1.FDPUB.FNCAP,Capital expenditure as % of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in primary public institutions (%),JPN,Japan,Capital expenditure as a percentage of total expenditure in primary public institutions (%),East Asia & Pacific,High income,,true,2020,17.12552070617676
UIS.XSPENDP.3.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in upper secondary public institutions (%),JPN,Japan,Current expenditure other than staff compensation as a percentage of total expenditure in upper secondary public institutions (%),East Asia & Pacific,High income,,true,2020,15.42695045471191
UIS.XUNIT.GDPCAP.2.FSGOV,Initial government funding per lower secondary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.2.FSGOV,SHARE,NUMBER,Initial government funding per lower secondary student as a percentage of GDP per capita,JPN,Japan,Initial government funding per lower secondary student as a percentage of GDP per capita,East Asia & Pacific,High income,,true,2020,25.48434066772461
UIS.XUNIT.PPPCONST.1.FSGOV,"Initial government funding per primary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.1.FSGOV,USD_CONST,NUMBER,"Initial government funding per primary student, constant PPP$",JPN,Japan,"Initial government funding per primary student, constant PPP$",East Asia & Pacific,High income,,true,2020,10032.9365234375
UIS.X.US.3.FSGOV,"Government expenditure on upper secondary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.3.FSGOV,USD,NUMBER,"Government expenditure on upper secondary education, US$ (millions)",KAZ,Kazakhstan,"Government expenditure on upper secondary education, US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2016,357.0509643554688
UIS.X.USCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2T4.V.FSGOV,USD,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",KAZ,Kazakhstan,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)",Europe & Central Asia,Upper middle income,IBRD,true,2016,0.0
UIS.XGDP.2.FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),_T,_T,_T,_Z,UIS.XGDP.2.FSGOV,SHARE,NUMBER,Government expenditure on lower secondary education as a percentage of GDP (%),KAZ,Kazakhstan,Government expenditure on lower secondary education as a percentage of GDP (%),Europe & Central Asia,Upper middle income,IBRD,true,2019,1.728139996528625
UIS.XSPENDP.0.FDPUB.FNCUR,Current expenditure as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in pre-primary public institutions (%),KAZ,Kazakhstan,Current expenditure as a percentage of total expenditure in pre-primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2016,97.92784118652344
UIS.XSPENDP.0.FDPUB.FNS,All staff compensation as % of total expenditure in pre-primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.0.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in pre-primary public institutions (%),KAZ,Kazakhstan,All staff compensation as a percentage of total expenditure in pre-primary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2016,55.78744888305664
UIS.XSPENDP.4.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),KAZ,Kazakhstan,Teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Europe & Central Asia,Upper middle income,IBRD,true,2016,0.0
UIS.X.US.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.2T4.V.FSGOV,USD,NUMBER,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)",KEN,Kenya,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,166.0913238525391
UIS.X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, constant US$ (millions)",KEN,Kenya,"Government expenditure on lower secondary education, constant US$ (millions)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,358.1248168945313
UIS.X.USCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.4.FSGOV,USD,NUMBER,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",KEN,Kenya,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,194.6214599609375
UIS.X.USCONST.UK.FSGOV,"Government expenditure on education not specified by level, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.UK.FSGOV,USD,NUMBER,"Government expenditure on education not specified by level, constant US$ (millions)",KEN,Kenya,"Government expenditure on education not specified by level, constant US$ (millions)",Sub-Saharan Africa,Lower middle income,Blend,true,2015,72.66020965576172
UIS.XSPENDP.2.FDPUB.FNS,All staff compensation as % of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in lower secondary public institutions (%),KEN,Kenya,All staff compensation as a percentage of total expenditure in lower secondary public institutions (%),Sub-Saharan Africa,Lower middle income,Blend,true,2015,84.39833068847656
UIS.X.PPPCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.4.FSGOV,PP_CUR,NUMBER,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",KGZ,Kyrgyz Republic,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",Europe & Central Asia,Lower middle income,IDA,true,2021,92.19966888427734
UIS.XSPENDP.23.FDPUB.FNS,All staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in secondary public institutions (%),KGZ,Kyrgyz Republic,All staff compensation as a percentage of total expenditure in secondary public institutions (%),Europe & Central Asia,Lower middle income,IDA,true,2015,82.5939712524414
UIS.XSPENDP.4.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),KGZ,Kyrgyz Republic,Current expenditure other than staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),Europe & Central Asia,Lower middle income,IDA,true,2021,16.81888961791992
UIS.XSPENDP.56.FDPUB.FNCUR,Current expenditure as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in tertiary public institutions (%),KGZ,Kyrgyz Republic,Current expenditure as a percentage of total expenditure in tertiary public institutions (%),Europe & Central Asia,Lower middle income,IDA,true,2021,97.99388885498048
UIS.X.PPP.2.FSGOV,"Government expenditure on lower secondary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, PPP$ (millions)",KHM,Cambodia,"Government expenditure on lower secondary education, PPP$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2014,267.4653015136719
UIS.X.PPPCONST.2.FSGOV,"Government expenditure on lower secondary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.2.FSGOV,PP_CUR,NUMBER,"Government expenditure on lower secondary education, constant PPP$ (millions)",KHM,Cambodia,"Government expenditure on lower secondary education, constant PPP$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2014,311.7166137695313
UIS.X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.02.FSGOV,USD,NUMBER,"Government expenditure on pre-primary education, constant US$ (millions)",KHM,Cambodia,"Government expenditure on pre-primary education, constant US$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2014,9.640939712524414
UIS.X.USCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.5T8.FSGOV,USD,NUMBER,"Government expenditure on tertiary education, constant US$ (millions)",KHM,Cambodia,"Government expenditure on tertiary education, constant US$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2013,22.3907299041748
UIS.XSPENDP.1.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.1.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),KHM,Cambodia,Teaching staff compensation as a percentage of total expenditure in primary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2012,47.45809173583984
UIS.XSPENDP.4.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in post-secondary non-tertiary public institutions (%),KHM,Cambodia,Current expenditure other than staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),East Asia & Pacific,Lower middle income,IDA,true,2014,100.0
UIS.X.PPP.FSGOV,"Government expenditure on education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.FSGOV,PP_CUR,NUMBER,"Government expenditure on education, PPP$ (millions)",KNA,St. Kitts and Nevis,"Government expenditure on education, PPP$ (millions)",Latin America & Caribbean,High income,IBRD,true,2021,38.63222885131836
UIS.XGDP.23.FSGOV,Government expenditure on secondary education as % of GDP (%),_T,_T,_T,_Z,UIS.XGDP.23.FSGOV,SHARE,NUMBER,Government expenditure on secondary education as % of GDP (%),KNA,St. Kitts and Nevis,Government expenditure on secondary education as a percentage of GDP (%),Latin America & Caribbean,High income,IBRD,true,2022,1.414999961853027
UIS.XSPENDP.FDPUB.FNCAP,Capital expenditure as % of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in public institutions (%),KNA,St. Kitts and Nevis,Capital expenditure as a percentage of total expenditure in public institutions (%),Latin America & Caribbean,High income,IBRD,true,2021,34.83475112915039
UIS.XSPENDP.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),KNA,St. Kitts and Nevis,Non-teaching staff compensation as a percentage of total expenditure in public institutions (%),Latin America & Caribbean,High income,IBRD,true,1998,6.31574010848999
UIS.X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.1.FSGOV,PP_CUR,NUMBER,"Government expenditure on primary education, PPP$ (millions)",KOR,"Korea, Rep.","Government expenditure on primary education, PPP$ (millions)",East Asia & Pacific,High income,,true,2020,35257.00390625
UIS.XSPENDP.2.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),KOR,"Korea, Rep.",Non-teaching staff compensation as a percentage of total expenditure in lower secondary public institutions (%),East Asia & Pacific,High income,,true,2020,15.54596996307373
UIS.XSPENDP.2.FDPUB.FNS,All staff compensation as % of total expenditure in lower secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.2.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in lower secondary public institutions (%),KOR,"Korea, Rep.",All staff compensation as a percentage of total expenditure in lower secondary public institutions (%),East Asia & Pacific,High income,,true,2020,63.92406845092773
UIS.XSPENDP.23.FDPUB.FNNONS,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNNONS,SHARE,NUMBER,Current expenditure other than staff compensation as % of total expenditure in secondary public institutions (%),KOR,"Korea, Rep.",Current expenditure other than staff compensation as a percentage of total expenditure in secondary public institutions (%),East Asia & Pacific,High income,,true,2020,17.70962905883789
UIS.XSPENDP.23.FDPUB.FNS,All staff compensation as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in secondary public institutions (%),KOR,"Korea, Rep.",All staff compensation as a percentage of total expenditure in secondary public institutions (%),East Asia & Pacific,High income,,true,2020,64.3076171875
UIS.XSPENDP.3.FDPUB.FNCUR,Current expenditure as % of total expenditure in upper-secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.3.FDPUB.FNCUR,SHARE,NUMBER,Current expenditure as % of total expenditure in upper-secondary public institutions (%),KOR,"Korea, Rep.",Current expenditure as a percentage of total expenditure in upper-secondary public institutions (%),East Asia & Pacific,High income,,true,2020,81.4950180053711
UIS.XSPENDP.4.FDPUB.FNNTS,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.4.FDPUB.FNNTS,SHARE,NUMBER,Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),KOR,"Korea, Rep.",Non-teaching staff compensation as a percentage of total expenditure in post-secondary non-tertiary public institutions (%),East Asia & Pacific,High income,,true,2020,0.0
UIS.XSPENDP.56.FDPUB.FNS,All staff compensation as % of total expenditure in tertiary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.56.FDPUB.FNS,SHARE,NUMBER,All staff compensation as % of total expenditure in tertiary public institutions (%),KOR,"Korea, Rep.",All staff compensation as a percentage of total expenditure in tertiary public institutions (%),East Asia & Pacific,High income,,true,2020,49.45899963378906
UIS.XUNIT.GDPCAP.02.FSGOV,Initial government funding per pre-primary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.02.FSGOV,SHARE,NUMBER,Initial government funding per pre-primary student as a percentage of GDP per capita,KOR,"Korea, Rep.",Initial government funding per pre-primary student as a percentage of GDP per capita,East Asia & Pacific,High income,,true,2020,20.52705001831055
UIS.XUNIT.GDPCAP.5T8.FSGOV,Initial government funding per tertiary student as a percentage of GDP per capita,_T,_T,_T,_Z,UIS.XUNIT.GDPCAP.5T8.FSGOV,SHARE,NUMBER,Initial government funding per tertiary student as a percentage of GDP per capita,KOR,"Korea, Rep.",Initial government funding per tertiary student as a percentage of GDP per capita,East Asia & Pacific,High income,,true,2020,16.11865997314453
UIS.XUNIT.PPPCONST.3.FSGOV,"Initial government funding per upper secondary student, constant PPP$",_T,_T,_T,_Z,UIS.XUNIT.PPPCONST.3.FSGOV,USD_CONST,NUMBER,"Initial government funding per upper secondary student, constant PPP$",KOR,"Korea, Rep.","Initial government funding per upper secondary student, constant PPP$",East Asia & Pacific,High income,,true,2020,18314.30859375
UIS.X.PPP.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPP.4.FSGOV,PP_CUR,NUMBER,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)",KWT,Kuwait,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2006,0.0
UIS.X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)",_T,_T,_T,_Z,UIS.X.USCONST.2.FSGOV,USD,NUMBER,"Government expenditure on lower secondary education, constant US$ (millions)",KWT,Kuwait,"Government expenditure on lower secondary education, constant US$ (millions)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2014,959.171630859375
UIS.XSPENDP.23.FDPUB.FNCAP,Capital expenditure as % of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNCAP,SHARE,NUMBER,Capital expenditure as % of total expenditure in secondary public institutions (%),KWT,Kuwait,Capital expenditure as a percentage of total expenditure in secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2011,23.8585205078125
UIS.XSPENDP.23.FDPUB.FNTS,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),_T,_T,_T,_Z,UIS.XSPENDP.23.FDPUB.FNTS,SHARE,NUMBER,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),KWT,Kuwait,Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%),"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2014,75.08805847167969
UIS.X.PPPCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",_T,_T,_T,_Z,UIS.X.PPPCONST.4.FSGOV,PP_CUR,NUMBER,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",LAO,Lao PDR,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2014,5.272610187530518
UIS.X.US.1.FSGOV,"Government expenditure on primary education, US$ (millions)",_T,_T,_T,_Z,UIS.X.US.1.FSGOV,USD,NUMBER,"Government expenditure on primary education, US$ (millions)",LAO,Lao PDR,"Government expenditure on primary education, US$ (millions)",East Asia & Pacific,Lower middle income,IDA,true,2014,158.5553436279297
